pattern,checkIn,hours,category,oracle_price,oracle_plan,engine_price,engine_plan
土,22.5,5.5,既存が割高(最適化漏れ),13800,"宿泊2部",13400,"休憩(M時間) + 延長4本"
土,22.5,14,既存の過少請求(延長取りこぼし),13800,"宿泊2部",15200,"宿泊2部 + 延長1本"
土,22.5,14.5,既存の過少請求(延長取りこぼし),13800,"宿泊2部",16600,"宿泊2部 + 延長2本"
土,22.5,15,既存の過少請求(延長取りこぼし),13800,"宿泊2部",18000,"宿泊2部 + 延長3本"
土,22.5,15.5,既存の過少請求(延長取りこぼし),13800,"宿泊2部",19400,"宿泊2部 + 延長4本"
土,22.5,16,既存の過少請求(延長取りこぼし),15200,"宿泊2部 + 延長1本",20800,"宿泊2部 + 延長5本"
土,22.5,16.5,既存の過少請求(延長取りこぼし),16600,"宿泊2部 + 延長2本",21600,"宿泊1部 + 休憩(サービスタイム1部)"
土,22.5,17,既存の過少請求(延長取りこぼし),18000,"宿泊2部 + 延長3本",21600,"宿泊1部 + 休憩(サービスタイム1部)"
土,22.5,17.5,既存の過少請求(延長取りこぼし),19400,"宿泊2部 + 延長4本",21600,"宿泊1部 + 休憩(サービスタイム1部)"
土,22.5,18,既存の過少請求(延長取りこぼし),20800,"宿泊2部 + 延長5本",21600,"宿泊1部 + 休憩(サービスタイム2部)"
土,22.5,21,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",23000,"宿泊1部 + 休憩(サービスタイム2部) + 延長1本"
土,22.5,21.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",24400,"宿泊1部 + 休憩(サービスタイム2部) + 延長2本"
土,22.5,22,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",25800,"宿泊1部 + 休憩(サービスタイム2部) + 延長3本"
土,22.5,22.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",27200,"宿泊1部 + 休憩(サービスタイム2部) + 延長4本"
土,22.5,23,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",27200,"宿泊2部 + 延長4本 + 休憩(サービスタイム3部)"
土,22.5,23.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",27200,"宿泊2部 + 延長4本 + 休憩(サービスタイム3部)"
土,22.5,24,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",28600,"宿泊2部 + 延長4本 + 休憩(サービスタイム3部) + 延長1本"
土,23,3.5,既存が割高(最適化漏れ),13800,"宿泊2部",9200,"休憩(M時間) + 延長1本"
土,23,4,既存が割高(最適化漏れ),13800,"宿泊2部",10600,"休憩(M時間) + 延長2本"
土,23,4.5,既存が割高(最適化漏れ),13800,"宿泊2部",12000,"休憩(M時間) + 延長3本"
土,23,5,既存が割高(最適化漏れ),13800,"宿泊2部",13400,"休憩(M時間) + 延長4本"
土,23,13.5,既存の過少請求(延長取りこぼし),13800,"宿泊2部",15200,"宿泊2部 + 延長1本"
土,23,14,既存の過少請求(延長取りこぼし),13800,"宿泊2部",16600,"宿泊2部 + 延長2本"
土,23,14.5,既存の過少請求(延長取りこぼし),13800,"宿泊2部",18000,"宿泊2部 + 延長3本"
土,23,15,既存の過少請求(延長取りこぼし),13800,"宿泊2部",19400,"宿泊2部 + 延長4本"
土,23,15.5,既存の過少請求(延長取りこぼし),15200,"宿泊2部 + 延長1本",20800,"宿泊2部 + 延長5本"
土,23,16,既存の過少請求(延長取りこぼし),16600,"宿泊2部 + 延長2本",21600,"宿泊1部 + 休憩(サービスタイム1部)"
土,23,16.5,既存の過少請求(延長取りこぼし),18000,"宿泊2部 + 延長3本",21600,"宿泊1部 + 休憩(サービスタイム1部)"
土,23,17,既存の過少請求(延長取りこぼし),19400,"宿泊2部 + 延長4本",21600,"宿泊1部 + 休憩(サービスタイム1部)"
土,23,17.5,既存の過少請求(延長取りこぼし),20800,"宿泊2部 + 延長5本",21600,"宿泊1部 + 休憩(サービスタイム2部)"
土,23,20.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",23000,"宿泊1部 + 休憩(サービスタイム2部) + 延長1本"
土,23,21,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",24400,"宿泊1部 + 休憩(サービスタイム2部) + 延長2本"
土,23,21.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",25800,"宿泊1部 + 休憩(サービスタイム2部) + 延長3本"
土,23,22,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",27200,"宿泊1部 + 休憩(サービスタイム2部) + 延長4本"
土,23,22.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",27200,"宿泊2部 + 延長4本 + 休憩(サービスタイム3部)"
土,23,23,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",27200,"宿泊2部 + 延長4本 + 休憩(サービスタイム3部)"
土,23,23.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",28600,"宿泊2部 + 延長4本 + 休憩(サービスタイム3部) + 延長1本"
土,23,24,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",29400,"宿泊1部 + 休憩(サービスタイム2部) + 休憩(M時間)"
土,23.5,3.5,既存が割高(最適化漏れ),13800,"宿泊2部",10600,"休憩(M時間) + 延長2本"
土,23.5,4,既存が割高(最適化漏れ),13800,"宿泊2部",12000,"休憩(M時間) + 延長3本"
土,23.5,4.5,既存が割高(最適化漏れ),13800,"宿泊2部",13400,"休憩(M時間) + 延長4本"
土,23.5,13,既存の過少請求(延長取りこぼし),13800,"宿泊2部",15200,"宿泊2部 + 延長1本"
土,23.5,13.5,既存の過少請求(延長取りこぼし),13800,"宿泊2部",16600,"宿泊2部 + 延長2本"
土,23.5,14,既存の過少請求(延長取りこぼし),13800,"宿泊2部",18000,"宿泊2部 + 延長3本"
土,23.5,14.5,既存の過少請求(延長取りこぼし),13800,"宿泊2部",19400,"宿泊2部 + 延長4本"
土,23.5,15,既存の過少請求(延長取りこぼし),15200,"宿泊2部 + 延長1本",20800,"宿泊2部 + 延長5本"
土,23.5,15.5,既存の過少請求(延長取りこぼし),16600,"宿泊2部 + 延長2本",21600,"宿泊1部 + 休憩(サービスタイム1部)"
土,23.5,16,既存の過少請求(延長取りこぼし),18000,"宿泊2部 + 延長3本",21600,"宿泊1部 + 休憩(サービスタイム1部)"
土,23.5,16.5,既存の過少請求(延長取りこぼし),19400,"宿泊2部 + 延長4本",21600,"宿泊1部 + 休憩(サービスタイム1部)"
土,23.5,17,既存の過少請求(延長取りこぼし),20800,"宿泊2部 + 延長5本",21600,"宿泊1部 + 休憩(サービスタイム2部)"
土,23.5,20,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",23000,"宿泊1部 + 休憩(サービスタイム2部) + 延長1本"
土,23.5,20.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",24400,"宿泊1部 + 休憩(サービスタイム2部) + 延長2本"
土,23.5,21,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",25800,"宿泊1部 + 休憩(サービスタイム2部) + 延長3本"
土,23.5,21.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",27200,"宿泊1部 + 休憩(サービスタイム2部) + 延長4本"
土,23.5,22,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",27200,"宿泊2部 + 延長4本 + 休憩(サービスタイム3部)"
土,23.5,22.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",27200,"宿泊2部 + 延長4本 + 休憩(サービスタイム3部)"
土,23.5,23,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",28600,"宿泊2部 + 延長4本 + 休憩(サービスタイム3部) + 延長1本"
土,23.5,23.5,既存の過少請求(延長取りこぼし),21600,"宿泊2部 + 休憩(サービスタイム3部)",29400,"宿泊1部 + 休憩(サービスタイム2部) + 休憩(M時間)"
土,23.5,24,既存の過少請求(延長取りこぼし),23000,"宿泊2部 + 休憩(サービスタイム3部) + 延長1本",30800,"宿泊1部 + 休憩(サービスタイム2部) + 延長1本 + 休憩(M時間)"
